작업의뢰명,작업의뢰내용,시스템명,금전대고객구분
QR지불보증 지급보증서 발행시 전송되는 심평원 전문 수정," 1. 화면 위치			
     			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경사항			
    _ 배경 : QR지불보증 지급보증서 발행 요건일때, 전송되는 심평원 전문의 의료기관코드 전문 수정 필요			
			
    _ 수정칼럼 hospNo ; (현재)사업자번호      ___ 10자리			
                               (변경)의료기관코드    ___ 8자리			",디지털보상TFT,2
(모바일) 동승자정보 입력구분값 개선,"       1) 운전자와의 관계
           _ 기본값을 ‘선택‘ 으로 변경
           _ 관계 선택 시, 선택한 정보로 들어오도록 개선 (현재는 ‘피보험자‘ 로만 들어옴)


       2) 보상포탈 I/F (CS, 면담)
           _ 전화번호 사이 하이픈(_) 추가 (010_xxxx_xxxx 형태)


       3) 탑승위치 선택항목
           _ 현행) ‘자동차탑승위치구분코드‘ (AUTO_RIDNG_POS_CAT)
           _ 변경) ‘탑승위치코드(보상)‘ 으로 변경 (CLM_RIDNG_POS_CD)


",디지털보상TFT,2
2025_06_27  차량입고지원 확인 요청문자 발송시 CS 입력 간소화,"▷ 대상화면 : 보상업무처리 CLMQ0100U _안내탭 cs 입력							
							
▷ 내용 : 입고지원 알림시스템 (CLMD1873U ) 발송시 CS 입력 간소화 							
AS_IS : 기존에는 아래와같이 문자 전문이 입력 							
TO_BE : [자동발송]개인정보동의 및 차량 입고지원 확인 요청 문자 발송 완료							
",자동차보상지원파트,2
비업계구상미결 배치수정 요청,비업계구상미결 배치수정 요청드립니다.,구상채권관리센터,0
보상포탈 비업계구상미결명세(전일자기준) 컬럼 개선요청,보상포탈 비업계구상미결명세(전일자기준) 컬럼 개선요청,구상채권관리센터,0
업무의뢰명세 화면 의뢰업무 구분값 추가 및 조회대상 개선," 1. 화면 위치			
     업무의뢰명세(CLMR2203U)			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경사항			
   1) 배경 : 의료전담자 업무시 업무의뢰를 통해 진행예정			
			
   2) 요청사항 			
    ① 의뢰업무 구분값 추가 및 명칭수정			
     (AS_IS) 계약조사			(TO_BE) 계약조사
             사고조사			        사고조사
             피해자관리			        피해자관리
             의료지원			        송무지원
             피해물관리			        민원업무지원
             보험금지급			        보험금지급
             MR조사			        MR조사
             부재환자점검			        의료지원_중상자관리
             송무지원			        의료지원_의료자문
             경미사고지원			        의료지원_소송선제분석
             민원업무지원			        의료지원_심사대응
             개인정보처리			        의료지원_병원관리
             고액심사			
             일반대물 사전관리			
             일반대물 종결심사			
             휴면금 지급요청			
             외산차 사전심사			
             외산차 미수선견적지원			
             분심위대인센터장의견			
			
     ※파란색 : 물차관련 및 쓰지않는 항목으로 숨김처리 (보상포탈 접속사번이 3***** 인 경우)			
			
    ② 업무의뢰명세 최초 화면			
      _ 현재 : 조회대상 디폴트값이 ‘접수번호‘			
        변경 : 조회대상 디폴트값이 ‘조직/담당자‘  (보상포탈 접속 사번으로 세팅)			
",디지털보상TFT,0
동일보험금 이중 지급건 명세(인담보) 트랜 개선," 1. 화면 위치		
		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경내용		
  1) 트랜 : CLMS2160M02L(동일보험금 이중 지급건 명세(인담보))		
  2) 성능 개선 요청		",디지털보상TFT,1
2025_04_17 (면부책) 질의회신_결정문 EDMS 등록 로직 수정,"1. 개요							
  _ 보상포탈 면부책질의 결재시 EDMS內 질의회신 결정문 등록 로직 변경							
							
2. 내 용							
가. 현재 _ 면부책질의 회신 로직							
  (1) 질의부서 담당자 면부책질의(CLHZ1372U) 등록후 센터장(팀장), 부서장 결재 이후,							
회선부서 담당자 결재대상건조회(대물)(CLZV0700U)에서 의견(판단이유) 작성후 결재시,							
첨부와 같이 EDMS(CLMZ9001U)內 면부책질의회신 결정문이 등록							
  (2) 여기서 발생되는 문제는 회신부서 담당자 결재 이후 회신부서 부서장 보완(반려)시에도 등록된 면부책							
질의회신 결정문은 그대로 유지							
							
나. 변경요청							
  (1) 보상업무처리 결재와 동일하게 최종 결재권자의 결재여부에 따라 면부책질의회신 결정문 등록요청							
  (2) 회신부서 부서장 결재여부에 따른 면부책 질의회신 결정문 등록여부 결정							
",자동차보상지원파트,0
고장출동 마감확인 특이사항 탭 조건절 변경,고장출동 마감확인 화면 특이사항 탭 조건절 변경(접수업무별 마감테이블 COUNT = 0 삭제),자동차보상지원파트,0
편중입고화면 신규트랜 적용(모바일),업무기술서 참조,자동차보상지원파트,2
HI_UP 고장출동앱 출동자 등록 및 현황 조회 개선,HI_UP 고장출동 앱 출동자 등록 및 현황 조회 개선,자동차보상지원파트,0
(모바일) 동승자 정보요청 프로세스 신설,"      1) URL 발송메뉴 추가
            _ 보상포탈 &gt; 문자 &gt; 모바일사고조회 &gt; 개별화면(모바일서식) 
            _ 대인담당자 (3번대 사번) 에게만 노출
         
      2) 메뉴명
               _ [현대해상] 동승자 정보를 입력해주세요 ☞

      3) 발송대상
            _ 피보험자, 운전자, 피해자 (사고관련자에서 선택)

      4) 모바일 화면 구성 (순서)
            _ 접수번호: 문자를 발송한 접수번호 (수정불가)
            _ 동승자 성명 (필수) : (직접입력)
            _ 연락처 (필수) : 
            _ 주민번호 (선택) :
            _ 탑승위치 (선택) : 
            _ 운전자와의 관계 (선택) :

       5) 안내문구
            _ 동승자를 추가하려면, 저정버튼을 누른 후 추가하세요

       6) 저장
            _ 저장버튼 클릭 시, 데이터 저장 및 추가여부 알림 팝업 ( ※ 동승자를 추가하시겠습니까? N/Y)
            _ 추가 Y 클릭 시, 접수번호를 제외한 나머지 항목 초기화

       7) 보상포탈 &gt; 면담관리 &gt; 담당자의견(요청사항)에 데이터 I/F (저장버튼을 누를 때마다 데이터 생성)
",디지털보상TFT,2
2025.05.08 이륜차자기부담금 계약건 지급심사 추가,"지급심사에 ＂이륜차자기부담금 특약 확인 안내＂ 라는 구분을 추가							
처리유형 : 사유입력 							
사유 : (기본텍스트 제공) ＂이륜차자기부담금 구상발생 또는 자기부담금(이륜차) 환입내역을 확인 하세요＂							
         사유입력에 담당자가 사유기재 가능 . 입증자료(비대상) 사유입력시 PASS							
       결론: 이륜차자기부담금 구상발생 OR 자기부담금(이륜차)항목 환입 없을시 지급심사에 알림.							
               사유 입력시 PASS (담당자 작성)							
							
화면설계참조							
							
심사내용 : ＂이륜차 자기부담금＂ 구상 발생이 되어있거나, ＂자기부담금(이륜차) 항목으로 환입내역 체크 							
조건 1: (상기 심사내용)  구상발생 또는 환입내역이 있는경우 지급심사 PASS							
조건2 : 구상발생 또는 환입 내역이 없는 경우 → 지급심사 내용 노출 → 담당자 사유입력 → 지급심사 PASS 							
",자동차보상지원파트,3
안내지원센터 배당로직 변경,"      1) 배경
         _ 디지털보상TFT 신설에 따른 배당로직 수정

      2) 요청내용
         _ 현행) 안내지원센터 (041299) 조직 & 직무세부 ‘보상지원전담‘
         _ 추가) 특정사번 (304542, 305506, 302346)

         ※ 기타 다른 조건은 현행과 동일 (업무대행 시 미배당 등)
",디지털보상TFT,0
보유기간 도과 사고부담금 구상미결 순차배당 적용,보유기간 도과 사고부담금 구상미결 순차배당 요청드립니다.,구상채권관리센터,0
2025_08_05 구상금 관리 조회 개선,"▷ 대상 : 구삼근관리조회							
▷ 목적 							
① 대물 구상금 관리 조회 개선							
",자동차보상지원파트,0
2025.5월 진료비심사 결과 이의제기 대상 추출,＂업무기술서 참고 부탁드립니다＂,메디컬TFT,3
모바일 홈페이지 현출접수 후 보상포탈 內 위경도 데이터 저장,업무기술서 참조 부탁드립니다.,자동차보상지원파트,2
심평원이의제기접수건명세 조회 성능 개선," 1. 화면 위치		
     심평원이의제기접수건명세(CLMI0112U)		
		
 2. 사용자 및 권한(변경 내용 限)		
     해당없음		
		
 3. 개인정보 처리 기준(변경 내용 限)		
     해당없음		
		
 4. 변경사항		
   _ 불필요 로직 개선		
     : 필수 심사대상이 N인데도 필수 심사사유명 조회 로직을 호출		",디지털보상TFT,0
담당자변경 내 신속대응요청 수정,"
 1. 화면 위치
     대인 &gt; 보상직원 &gt; 담당자변경 (CLMR1000U)

 2. 사용자 및 권한(변경 내용 限)
     해당없음

 3. 개인정보 처리 기준(변경 내용 限)
     해당없음

 4. 변경내용

    보상포탈 &gt; 담당자변경 내 관리담당자변경(변경사유_신속대응요청) 클릭버튼 및 문구 숨김처리

    해당값 입력 시 ＂청구추가사항＂ 테이블 정보 입력되나 추가후속조치 없음 _&gt; 숨김처리 진행 ",디지털보상TFT,0
현장출동자 하이유피 內 렌트업체유치 조건 및 팝업 변경),업무기술서 참조 부탁드립니다.,자동차보상지원파트,0
2025.07.15 모바일사고조회시스템 우수제휴업체조회,"모바일 사고조회 시스템 
_ 우수제휴업체 조회 관련 수정 요청사항 정리
_ 각담보별해당 차량만 예약상담버튼 노출
_ 피해물이 자동차의 경우 노출/ 자동차 외 (일반대물, 오토바이 등)인 경우 비노출
_ 고객 링크 진입시 인증절차반영 등   ",자동차보상지원파트,2
(보상포탈)심평원 진료비 자동반려 조건 추가(3년 초과 접수건),"심평원 진료비 자동반려 조건 추가(입원,통원,진료종료일자 + 1095일(3년) 도과 후 접수 진료비)",자동차보상지원파트,0
2025.07.28 보상포탈 문자발송 개선,"[문자발송 개선]

URL이 생성되는 문구 클릭 이후 다른 문구를 클릭해도 이전에 생성된 URL이 붙지 않도록 수정 요청
",자동차보상지원파트,2
(모바일사고조회)_기명피보험자 개인정보동의서 EDMS 생성,"       1) 배경
           _ 모바일 사고조회 시스템 재구축


       2) 요청내용

           _ (현행) 모바일 사고조회 휴대폰인증 및 개인정보동의 시, EDMS 서식 생성 _ (피해자, 운전자)
           _ (변경) 위 대상자에 기명피보험자 추가
                 ※ EDMS 생성 폴더 및 모든 조건은 ‘운전자‘ 와 동일

",자동차보상지원파트,2
(음성봇) 초기안내 대상건 배치_조건 추가_휴일마감일 대상건,"       1. 시나리오 대상건 			
              가. 사고초기안내_피보험자			
              나. 사고초기안내_운전자			
              다. 사고초기안내_피해자(피해차주)			
			
       2. 음성봇 발송대상건 배치 로직 추가			
              ▶ 현재 : 평일에는 배당건, 주말,휴일에는 배당대기건			
             (예시 : 5월 31일(토), 직배당되어 음성봇 발송대상건으로 들어오지 않음 )			
			
              ▶ 변경후 : 월의 마지막 일자 and 주말,휴일인 경우에는 배당건 발송			
			
",자동차보상지원파트,0
포탈 內 평가결과조회화면의 출동현황 조회조건 변경,업무기술서 참조 부탁드립니다.,자동차보상지원파트,1
의료기관일반현황 레이아웃 반영 및 보상포탈 조회 개선," 1. 화면 위치			
     심평원의료기관일반현황(CLPM6506U)			
			
 2. 사용자 및 권한(변경 내용 限)			
     해당없음			
			
 3. 개인정보 처리 기준(변경 내용 限)			
     해당없음			
			
 4. 변경사항			
  1) 의료기관일반현황(C100) 레이아웃 반영			
   _ 경도 좌표, 위도 좌표 항목 추가			
			
  2) 심평원의료기관일반현황 조회 개선			
   _ 두번째 시트 참고			
			
  ※ 주1회 화요일 06시 심평원 의료기관일반현황 전문 전송받음			",디지털보상TFT,0
